"tenure","n.adults","n.children","premium","len.at.res","ni.age","year","claim.ind","ni.marital.status","ni.gender","sales.channel","coverage.type","dwelling.type","credit","house.color","zip.code","cancel","id"
20,1,0,887.9692825,13,38,-2,"1","0","F","Broker","B","Tenant","high","red","8",0,1088
12,3,1,906.4734236,38.32979554,54,-2,"1","1","F","Broker","C","House","high","blue","1",0,1089
21,6,2,842.5008459,11,45,-2,"0","1","M","Phone","B","House","high","red","5",0,1090
18,3,0,856.9648793,8,38,-2,"0","0","M","Broker","B","House","high","red","8",0,1091
4,1,0,809.1203784,7,28,-2,"0","1","M","Phone","C","House","medium","red","5",1,1092
4,2,0,879.3883847,15,NA,-2,"1","0","M","Broker","A","Condo","medium","white","5",0,1093
16,1,0,1037.410539,15,54,-2,"0","0","M","Phone","C","House","medium","red","9",1,1094
15,2,0,1012.054511,19,47,-2,"0","0","M","Broker","C","House","high","white","1",0,1095
0,1,2,843.5630781,19,22,-2,"0","1","F","Broker","C","Tenant","medium","white","1",0,1096
16,1,0,790.5757431,20,73,-2,"1","1","F","Broker","B","Condo","high","blue","9",1,1097
15,3,4,903.427347,11,47,-2,"0","1","M","Broker","C","Tenant","high","white","8",0,1098
17,1,3,850.932672,17,38,-2,"0","1","F","Broker","A","House","medium","red","5",0,1099
12,1,8,713.3795185,13,41,-2,"0","1","M","Phone","C","House","high","white","5",0,1100
21,4,0,838.1833946,12,49,-2,"0","0","F","Broker","B","House","high","red","8",0,1101
10,2,1,861.3569283,16,59,-2,"1","1","F",NA,"B","House","high","blue","8",0,1102
19,2,0,828.4315239,15,51,-2,"0","1","F","Broker","A","House","high","red","8",0,1103
15,3,0,783.2139746,22,60,-2,"0","0","M","Phone","C","House","medium","white","2",1,1104
9,1,0,858.9766568,18,42,-2,"0","1","M","Phone","B","Tenant","high","white","5",0,1105
3,1,2,811.904437,15,33,-2,"1","0","M","Broker","A","Tenant","high","blue","8",0,1106
10,3,0,801.5466505,14.33815838,41,-2,"0","0","M","Broker","C","House","low","white","5",0,1107
19,1,3,895.778016,12,51,-2,"0","1","F","Phone","C","House","high","white","9",1,1108
12,1,5,758.4501285,17,54,-2,"0","1","M","Broker","B","House","high","white","1",0,1109
14,6,0,893.5088728,17,58,-2,"0","0","M","Broker","A","House","high","blue","5",0,1110
18,2,2,931.9867149,12,40,-2,"0","1","M","Broker","C","Tenant","medium","white","1",1,1111
14,3,0,901.591953,23,44,-2,"0","0","M","Broker","C","House","low","white","1",0,1112
15,2,1,887.6802679,7,41,-2,"0","1","M","Phone","C","House","high","yellow","9",1,1113
12,4,0,977.3202389,13,56,-2,"0","1","M","Phone","C","House","high","red","2",0,1114
9,4,0,1002.756555,18,50,-2,"0","0","F","Broker","A","Tenant","medium","white","8",0,1115
5,1,0,759.6583364,8,29,-2,"0","1","M","Broker","A","House","high","blue","5",0,1116
5,1,3,771.6501471,11,35,-2,"1","1","M","Phone","B","Tenant","medium","blue","8",0,1117
10,2,5,967.7425099,14,39,-2,"0","1","F","Broker","C","House","high","red","8",0,1118
9,3,4,729.317909,18,51,-2,"1","1","F","Broker","C","Condo","high","red","5",0,1119
19,1,0,992.022016,15,46,-2,"0","1","F","Phone","A","Condo","high","blue","8",0,1120
15,1,3,865.7306666,20,50,-2,"0","1","M","Phone","A","Tenant","high","white","5",0,1121
16,3,1,822.603693,21,70,-2,"0","1","F","Broker","C","House","high","white","1",0,1122
20,1,1,913.465163,12,46,-2,"0","0","F","Broker","A","Tenant","high","white","8",0,1124
0,3,0,894.8853873,13,24,-2,"0","1","M","Phone","C","House","high","blue","5",0,1125
11,1,2,903.4013547,13,55,-2,"0","1","F","Broker","C","House","low","blue","8",0,1126
11,1,7,992.6907511,15,42,-2,"0","1","M","Broker","C","House","medium","white","5",0,1127
12,3,1,801.1269802,14,46,-2,"0","1","F","Broker","B","House","high","white","1",0,1128
3,3,0,839.2969321,24,30,-2,"0","0","F","Broker","A","Condo","medium","white","2",0,1129
2,2,1,826.5007348,16,36,-2,"0","1","M","Broker","A","House","low","red","5",1,1130
20,2,0,981.7802073,19,50,-2,"0","0","M","Broker","B","Tenant","medium","white","8",0,1131
22,2,2,906.2111724,19,53,-2,"0","1","F","Phone","C","House","high","blue","8",1,1132
5,2,10,878.1497914,39.03605001,36,-2,"0","1","M","Broker","A","House","high","white","8",0,1133
18,4,1,988.1299284,12,54,-2,"0","0","F","Phone","C","Tenant","high","white","1",0,1134
10,5,9,891.074111,17,51,-2,"0","1","M","Broker","C","House","low","white","8",1,1135
9,2,1,991.1443059,17,39,-2,"0","1","F","Phone","C","Condo","high","red","5",0,1136
8,1,0,854.8019003,15,50,-2,"0","1","M","Broker","B","Tenant","low","yellow","5",1,1137
5,4,1,993.0150409,17,24,-2,"0","1","F","Online","B","Condo","high","yellow","8",1,1138
15,4,3,924.8260314,10,37,-2,"0","1","M","Broker","C","House","high","white","5",1,1139
5,1,0,889.3090312,13,45,-2,"0","0","M","Broker","A","House","high","red","8",0,1140
16,3,4,875.2477481,15,45,-2,"1","1","M","Phone","A","Tenant","high","white","8",1,1141
6,2,2,767.1231526,11,25,-2,"1","1","F","Phone","C","Condo","medium","blue","1",1,1142
16,6,1,951.7990148,17,46,-2,"0","1","F","Broker","C","Condo","high","blue","8",0,1143
15,2,0,969.5665462,8,49,-2,"0","0","F","Phone","A","House","medium","white","5",0,1144
5,1,9,946.4819735,5,28,-2,"0","1","F","Broker","C","House","medium","red","8",0,1145
7,1,0,916.5081183,18,30,-2,"0","1","F","Phone","C","House","high","white","5",0,1146
17,2,1,956.8001994,11,42,-2,"1","1","M","Broker","B","House","high","white","8",0,1147
17,1,0,986.7665264,11,53,-2,"0","0","F","Phone","B","Tenant","medium","blue","8",0,1148
14,1,3,945.0490418,11,37,-2,"0","1","M","Broker","A","Tenant","high","red","9",1,1149
15,3,4,859.9472995,21,50,-2,"1","1","F","Broker","A","House","high","white","8",0,1150
10,2,0,876.4866004,13,33,-2,"0","1","F","Broker","B","House","high","red","1",0,1151
12,1,3,973.6252551,16,46,-2,"1","1","F","Phone","A","Tenant","high","white","8",0,1152
20,1,3,827.501452,16,42,-2,"1","1","M","Broker","A","Tenant","high","red","8",0,1153
17,3,1,901.7299778,21,42,-2,"0","1","F","Phone","C","House","high","blue","8",0,1154
3,1,5,781.4914076,11,23,-2,"0","1","M","Online","A","Tenant","medium","yellow","8",0,1155
19,1,1,803.4987227,22,48,-2,"0","1","M","Phone","A","Condo","low","blue","9",0,1156
13,2,1,959.3059254,24,44,-2,"1","1","M","Online","C","Condo","medium","red","5",1,1157
0,3,9,924.2762248,9,24,-2,"0","1","M","Online","C","Tenant","low","red","5",1,1158
18,2,2,958.3579922,16,46,-2,"0","1","M","Broker","A","Tenant","high","red","9",1,1159
26,1,6,1042.817457,14,49,-2,"0","1","M","Broker","A","House","low","red","2",1,1160
6,1,10,940.0265248,17,28,-2,"0","1","M","Broker","C","House","medium","blue","2",1,1161
15,1,3,928.1125011,17,65,-2,"0","1","M","Broker","C","Condo","high","white","8",0,1162
16,1,3,910.3236733,14,54,-2,"0","1","M","Phone","A","House","high","red","8",0,1163
4,3,0,1014.538397,12,35,-2,"0","0","M","Broker","B","Condo","high","white","8",0,1164
15,3,0,882.8059554,17,44,-2,"0","0","F","Broker","B","House","high","yellow","2",0,1165
0,3,2,885.621289,20,21,-2,"0","1","F","Online","A","Condo","high","red","9",0,1166
16,2,8,898.2435144,8,57,-2,"0","1","M","Phone","B","House","medium","white","8",0,1167
14,5,2,828.1965645,13,55,-2,"0","1","M","Broker","C","House","high","blue","2",0,1168
20,2,1,941.6753156,21,52,-2,"1","1","M","Broker","C","House","high","white","5",0,1169
14,4,0,834.032589,20,49,-2,"0","0","M","Phone","C","House","high","red","5",0,1170
9,2,2,834.7955047,11,32,-2,"1","1","M","Broker","A","Condo","low","blue","1",0,1171
18,1,2,870.4958737,16,65,-2,"0","0","M","Broker","A","House","medium","red","2",0,1172
20,1,0,928.2236614,19,42,-2,"0","0","M","Broker","C","Tenant","medium","white","1",0,1173
2,1,0,865.0122854,11,36,-2,"0","0","M","Broker","B","Condo","high","blue","5",0,1174
2,1,2,989.0416142,15,36,-2,"1","1","M","Broker","A","Condo","high","white","8",0,1175
20,4,2,858.8263787,16,61,-2,"0","1","F","Broker","C","House","high","red","9",0,1176
19,1,0,950.8997129,16,37,-2,"0","0","F","Phone","A","House","high","white","8",0,1177
15,2,0,922.2715867,16,44,-2,"0","1","F","Broker","C","Condo","high","red","1",0,1178
6,3,5,835.4990494,16,32,-2,"0","1","F","Broker","C","House","high","blue","5",0,1179
6,1,4,894.1645064,10,36,-2,"1","1","F","Phone","C","Condo","high","white","2",0,1180
15,5,2,759.6985583,10,37,-2,"1","1","F","Online","B","Tenant","high","white","8",0,1181
11,1,0,915.6787315,11,71,-2,"0","1","M","Phone","C","House","high","white","8",0,1182
4,2,0,909.0102425,13,30,-2,"1","0","F","Phone","C","Tenant","medium","white","5",1,1183
1,1,1,953.8629342,13,25,-2,"1","1","M","Broker","A","Tenant","medium","blue","8",0,1184
9,3,0,805.9581613,14,58,-2,"0","0","M","Broker","A","House","high","blue","1",0,1185
15,1,12,865.6573195,17,42,-2,"0","1","M","Phone","B","Tenant","high","red","9",1,1186
12,1,0,892.6459845,22,42,-2,"1","1","M","Phone","A","Condo","high","blue","5",0,1187
14,2,2,991.5276062,11,61,-2,"0","1","M","Phone","A","House","low","blue","8",0,1188
15,1,0,847.6519807,12,45,-2,"0","0","M","Phone","B","House","medium","red","5",0,1189
11,3,0,950.8571418,16,56,-2,"0","1","F","Phone","A","House","low","white","5",1,1190
0,2,5,899.4063492,14,20,-2,"0","1","F","Online","C","House","high","red","8",1,1191
19,1,0,909.4619787,14,45,-2,"0","0","F","Broker","C","House","medium","blue","5",0,1192
17,3,2,951.9199104,16,42,-2,"0","1","M","Broker","C","Tenant","high","white","5",0,1193
15,3,0,894.4128284,18,48,-2,"0","1","F","Phone","A","Tenant","high","white","8",0,1194
7,1,2,855.985934,12,27,-2,"1","1","M","Broker","C","House","high","white","8",1,1195
13,3,7,891.3341615,16,59,-2,"0","1","M","Broker","C","House","high","white","8",0,1196
12,1,1,920.9192425,18,69,-2,"0","1","F","Broker","A","Condo","high","blue","5",0,1197
18,1,0,837.7613052,22,62,-2,"0","0","M","Broker","C","House","high","blue","9",0,1198
11,1,0,950.5442732,15,49,-2,"0","1","M","Broker","A","Condo","high","blue","2",0,1199
3,1,1,1025.298943,16,31,-2,"0","0","M","Broker","C","Tenant","high","red","1",0,1200
26,3,0,911.9387234,12,54,-2,"0","0","M","Broker","C","House","high","red","1",0,1201
13,1,2,853.2691762,12,47,-2,"0","1","F","Phone","A","House","high","red","5",0,1202
15,1,2,889.539307,11,47,-2,"0","1","M","Broker","B","Condo","medium","blue","8",0,1203
19,2,1,962.2966786,18,40,-2,"0","1","M","Phone","B","House","high","white","8",0,1204
18,4,0,969.0007618,16,48,-2,"0","0","F","Broker","A","Tenant","medium","yellow","5",0,1205
5,4,0,969.7015738,12,32,-2,"0","0","M","Phone","A","House","high","white","1",0,1206
3,1,1,948.5190378,10,30,-2,"0","0","M","Phone","C","Condo","low","red","5",0,1207
14,1,2,841.9332774,14,38,-2,"0","1","F","Broker","B","House","high","red","5",0,1208
15,2,1,863.7015999,23,51,-2,"0","1","F","Broker","A","Condo","high","white","1",0,1209
15,4,1,839.3865841,13,65,-2,"0","0","F","Phone","C","Condo","medium","white","8",0,1210
4,5,2,940.1715651,17,25,-2,"0","1","F","Broker","A","Tenant","high","red","8",0,1211
6,2,0,857.0825179,23,29,-2,"0","1","F","Broker","A","House","medium","blue","1",0,1212
15,1,0,829.1416348,15,53,-2,"0","1","M","Phone","C","House","medium","white","8",0,1213
4,2,1,944.7932279,20,33,-2,"0","1","M","Broker","A","Tenant","low","blue","8",0,1214
5,1,0,902.843721,12,28,-2,"0","1","M","Broker","C","House","medium","yellow","9",0,1215
8,2,2,843.9056349,12,31,-2,"0","1","F","Phone","C","House","low","white","8",1,1216
17,2,0,935.0831005,11,43,-2,"0","0","F","Online","C","House","medium","white","5",0,1217
24,3,4,888.4925147,16,50,-2,"0","1","M","Broker","A","Tenant","medium","white","8",0,1218
16,2,2,1045.366575,11,37,-2,"0","1","M","Broker","C","House","high","red","8",0,1219
17,2,1,867.133195,8,43,-2,"1","0","M","Broker","A","House","low","blue","8",1,1220
14,1,1,962.7443026,13,56,-2,"0","1","F","Phone","B","House","high","yellow","8",0,1221
17,4,2,1003.341028,8,50,-2,"0","0","M","Online","B","Tenant","medium","red","1",1,1222
6,2,0,1039.655141,19,30,-2,"0","1","F","Phone","C","House","low","white","5",1,1223
18,1,6,856.1503887,16,57,-2,"0","1","M","Broker","B","House","high","white","1",0,1225
12,1,1,808.5821355,11,51,-2,"1","1","F","Broker","B","House","high","blue","9",1,1226
18,2,4,797.9237874,10,64,-2,"0","1","M","Online","C","House","high","white","8",0,1227
15,4,5,968.5024848,7.184255548,39,-2,"1","1","M","Broker","B","Condo","medium","red","8",1,1228
14,1,2,950.1154114,13,42,-2,"0","1","M","Broker","C","Tenant","high","blue","5",0,1229
15,1,0,986.7842831,12,48,-2,"0","1","M","Broker","C","House","high","white","8",0,1230
4,1,1,830.2598498,20,29,-2,"0","0","F","Broker","A","House","low","white","9",1,1231
22,3,6,862.3444761,14,53,-2,"1","1","M","Broker","A","House","medium","blue","8",0,1232
3,4,1,903.0900899,17,34,-2,"0","0","F","Broker","C","House","high","blue","5",0,1233
14,3,1,845.2684422,10,72,-2,"0","1","M","Broker","B","House","high","red","1",0,1234
4,3,0,929.0383933,15,31,-2,"1","0","M","Broker","A","Tenant","medium","red","5",0,1235
12,1,2,840.6294201,8,60,-2,"0","1","M","Phone","C","House","high","red","8",0,1236
3,2,1,943.827296,10,34,-2,"0","1","F","Broker","C","Condo","low","white","9",1,1237
22,2,5,873.8930581,11,50,-2,"0","1","F","Phone","C","House","medium","yellow","8",0,1238
2,2,0,870.148748,15,25,-2,"0","0","M","Broker","A","Condo","high","white","1",0,1239
6,1,1,852.8877533,9,29,-2,"0","1","F","Phone","C","Condo","medium","red","8",0,1240
4,2,0,896.5252171,13,24,-2,"0","0","F","Online","C","Tenant","high","white","5",0,1241
14,3,2,874.5338148,14,56,-2,"1","1","F","Phone","B","House","high","white","9",1,1242
14,4,7,1041.766117,15,38,-2,"0","1","M","Online","A","House","medium","white","5",1,1243
12,1,1,1000.864368,17,43,-2,"1","1","F","Broker","B","House","high","white","8",0,1244
14,3,0,772.2049707,17,71,-2,"0","0","M","Broker","B","House","high","blue","1",0,1245
12,1,0,865.3135229,18,65,-2,"1","1","M","Phone","A","House","low","red","5",0,1246
14,1,0,826.4853171,20,37,-2,"0","1","M","Phone","A","Condo","high","blue","8",1,1247
16,1,1,905.922347,17,47,-2,"0","1","M","Broker","A","House","high","red","9",0,1248
19,1,2,754.4797596,13,45,-2,"1","1","M","Broker","A","Tenant","low","blue","8",1,1249
8,1,0,867.5186058,18,35,-2,"0","1","F","Phone","B","House","high","red","9",0,1250
15,1,2,977.5152138,13,57,-2,"1","1","F","Phone","B","House","low","white","1",1,1251
14,1,1,867.896431,20,50,-2,"0","1","F","Broker","A","House","high","white","5",0,1252
1,2,0,905.7926624,14,31,-2,"0","0","M","Broker","C","House","high","white","8",0,1253
13,4,4,965.0841998,15,41,-2,"0","1","M","Broker","C","House","high","white","5",0,1254
0,1,3,995.966987,10,38,-2,"1","1","M","Broker","C","House","high","blue","5",0,1255
8,1,0,955.0276664,16,61,-2,"0","1","M","Phone","C","House","high","white","8",0,1256
12,4,2,850.9705087,12,47,-2,"0","1","F","Broker","A","Tenant","high","white","8",0,1257
17,2,1,1030.39706,14,44,-2,"0","1","M","Broker","C","Condo","high","red","1",0,1258
15,1,3,945.2064537,12,42,-2,"0","1","F","Phone","B","Tenant","medium","white","8",1,1259
11,1,0,955.4382964,15,34,-2,"0","0","M","Broker","A","House","high","yellow","8",0,1260
6,3,6,1081.737064,11,36,-2,"1","1","M","Broker","B","Condo","high","blue","8",1,1261
19,2,3,992.0736194,12,37,-2,"0","1","F","Broker","B","House","low","blue","5",0,1262
NA,3,0,1003.09166,13,38,-2,"0","0","M","Online","A","Tenant","high","yellow","8",0,1263
11,1,0,949.9137399,14,45,-2,"0","0","F","Broker","A","Condo","high","white","8",0,1264
14,2,7,826.3072858,12,64,-2,"0","1","M","Phone","B","Tenant","high","white","8",0,1265
14,1,3,918.5604403,13,43,-2,"0","1","F","Phone","C","House","high","yellow","9",1,1266
0,1,0,847.4503918,21,21,-2,"0","0","M","Online","C","Condo","medium","red","8",0,1267
23,3,4,883.6525383,13,62,-2,"0","1","F","Broker","C","House","high","white","1",0,1268
13,1,1,848.4820501,20,50,-2,"0","1","M","Broker","C","House","low","red","9",0,1269
16,3,0,949.7350786,11,65,-2,"0","0","F","Phone","C","House","high","white","9",0,1270
12,2,0,881.4755913,12,43,-2,"1","1","M","Broker","B","House","high","blue","1",0,1271
21,3,3,900.2873407,17,48,-2,"0","1","M","Broker","B","House","high","red","1",1,1272
18,1,1,827.1936015,19,43,-2,"1","1","M","Broker","C","Tenant","high","blue","5",0,1273
14,4,1,916.2077368,15,42,-2,"0","0","M","Phone","A","House","medium","red","5",1,1274
17,3,4,876.493817,26,46,-2,"0","1","M","Phone","B","Tenant","high","blue","5",0,1275
23,1,8,1116.500736,14,42,-2,"0","1","M","Phone","C","House","high","white","8",0,1276
4,1,0,862.7852777,8,32,-2,"0","0","F","Broker","A","Condo","medium","white","9",1,1277
15,4,3,990.3448205,16,37,-2,"1","1","F","Broker","A","House","medium","red","2",0,1278
15,1,0,959.705286,9,47,-2,"0","0","F","Broker","A","House","medium","white","5",0,1279
13,4,10,839.8429423,16,39,-2,"0","1","M","Phone","C","Tenant","high","white","5",1,1280
6,2,3,831.9767506,18,32,-2,"0","1","F","Broker","B","Condo","high","white","5",0,1281
13,1,1,1106.666253,17,45,-2,"1","1","F","Broker","B","Condo","high","blue","9",0,1282
2,4,0,850.633367,9,27,-2,"0","1","M","Broker","B","Condo","low","blue","8",0,1283
4,1,2,835.6257546,14,33,-2,"0","1","F","Phone","A","House","high","blue","2",1,1284
4,3,0,879.5711031,10,33,-2,"1","1","M","Broker","C","House","high","yellow","5",1,1285
4,1,0,885.1570224,18,24,-2,"0","0","F","Online","B","Condo","medium","red","5",0,1286
15,3,0,826.7294741,15,42,-2,"1","1","M","Broker","A","Tenant","high","red","5",1,1287
4,1,0,757.9299588,9,31,-2,"0","0","M","Phone","B","House","high","white","5",0,1288
10,1,4,846.9097592,17,61,-2,"0","1","M","Broker","C","House","low","blue","8",0,1289
12,2,0,976.9439662,16,37,-2,"0","0","F","Broker","A","House","low","white","5",0,1290
2,3,4,1014.503932,14,35,-2,"1","1","M","Phone","C","House","medium","red","5",1,1291
18,3,1,841.1224724,15,46,-2,"0","1","M","Broker","A","House","medium","white","5",0,1292
12,4,3,1091.468264,22,57,-2,"0","1","M","Broker","A","House","low","blue","1",1,1293
6,1,0,865.0056263,13,25,-2,"0","0","M","Phone","A","House","low","red","5",0,1294
15,2,3,994.9536739,16,43,-2,"0","1","M","Broker","A","House","high","blue","5",0,1295
5,4,2,750.8910981,11,34,-2,"0","1","F","Phone","C","Tenant","medium","white","5",1,1296
14,3,0,849.188255,22,37,-2,"0","0","M","Broker","C","Condo","high","red","5",0,1297
11,1,0,830.7176046,16,56,-2,"0","0","F","Phone","B","House","high","blue","8",0,1298
12,6,0,860.6443043,9,62,-2,"0","1","F","Phone","B","House","high","blue","8",0,1299
18,3,2,1089.854444,14,63,-2,"0","0","F","Broker","C","House","high","red","1",0,1300
13,1,2,805.2810206,17,47,-2,"0","1","M","Broker","C","House","medium","blue","8",0,1301
23,1,2,768.8217431,7,51,-2,"0","0","F","Broker","B","House","low","white","8",0,1302
12,1,2,958.3437785,13,62,-2,"1","1","F","Phone","C","Tenant","high","white","5",0,1303
12,1,1,1032.288525,12,50,-2,"0","1","F","Phone","A","House","high","blue","1",0,1304
6,2,0,878.1754214,24,24,-2,"0","0","F","Online","B","Condo","high","red","1",1,1305
13,1,9,1028.184502,16,55,-2,"0","1","M","Broker","B","House","low","red","8",1,1306
3,5,0,1005.803008,8,24,-2,"1","0","F","Online","A","House","high","blue","5",0,1307
18,3,0,1004.995255,12,49,-2,"0","0","M","Broker","A","Condo","low","blue","1",0,1308
2,1,0,795.1351028,16,36,-2,"0","1","F","Broker","A","House","high","red","2",0,1309
4,2,0,969.4537156,17,26,-2,"0","0","F","Online","C","House","medium","white","5",0,1310
8,4,NA,1059.820988,16,26,-2,"0","1","M","Broker","C","Tenant","high","blue","8",0,1311
0,2,2,1020.344031,18,25,-2,"1","1","M","Broker","C","House","high","blue","8",0,1312
