tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel,id
19,0,3,3,M,1,887.1288606,Phone,A,House,18,medium,blue,45,2014,80110,0,1697
7,0,1,0,F,1,773.2721204,Broker,A,Condo,17,low,white,36,2014,98011,0,1698
14,0,2,2,M,1,1018.568384,Phone,A,House,15,high,white,50,2014,85062,1,1699
7,0,3,0,F,1,942.5918177,Broker,C,House,18,low,yellow,29,2014,85008,1,1700
6,0,2,1,F,1,1017.387929,Broker,B,Condo,10,medium,red,27,2014,50025,1,1701
12,0,2,1,M,0,872.807856,Broker,C,House,13,medium,red,39,2014,20115,1,1702
15,0,1,0,M,0,831.3543372,Broker,C,House,14,low,white,42,2014,50028,1,1703
10,1,7,0,M,0,929.2327419,Broker,A,House,12,high,blue,34,2014,50025,0,1704
17,0,4,1,M,1,945.4607369,Online,B,House,18,low,yellow,43,2014,85077,1,1705
12,0,1,4,M,1,883.2000027,Broker,A,House,18,low,white,52,2014,80005,0,1706
3,0,3,1,F,1,796.1941949,Broker,C,House,22,high,white,35,2014,80011,0,1707
17,0,1,1,M,1,1000.08361,Broker,A,Tenant,18,medium,blue,43,2014,15012,0,1708
21,1,2,0,F,0,953.6613624,Phone,A,House,14,low,white,53,2014,80003,0,1709
0,0,2,4,M,1,867.8031647,Broker,A,House,20,high,blue,40,2014,85036,0,1710
9,0,3,3,F,1,898.2113878,Phone,C,House,11,high,blue,35,2014,80105,1,1711
21,1,2,0,F,1,968.4454584,Phone,A,House,10,high,blue,48,2014,50021,0,1712
15,0,3,3,M,1,896.1851411,Phone,A,Condo,16,high,blue,49,2014,85080,0,1713
5,1,1,6,F,1,861.404957,Broker,C,House,12,high,white,33,2014,80015,0,1714
13,0,3,1,M,1,890.5898231,Broker,C,House,13,high,red,43,2014,15009,0,1715
3,0,1,2,F,1,851.44168,Broker,C,House,13,high,red,33,2014,15001,0,1716
5,0,1,0,M,0,969.4120542,Phone,C,House,12,high,white,31,2014,80014,0,1717
20,0,4,6,M,1,925.7342868,Broker,C,House,14,medium,white,50,2014,50054,0,1718
20,1,1,0,M,0,844.0310571,Online,C,Tenant,20,high,blue,42,2014,50057,0,1719
9,1,3,1,M,0,999.1955824,Broker,C,House,7,high,blue,27,2014,85017,1,1720
15,0,4,0,M,0,921.8535948,Broker,A,House,13,high,red,40,2014,50059,0,1721
9,0,1,1,M,0,849.4371192,Broker,C,Condo,13,high,blue,46,2014,15047,0,1722
7,0,2,0,M,0,931.5437351,Phone,B,House,14,medium,yellow,49,2014,50013,1,1723
15,1,2,3,M,1,948.000633,Phone,C,Condo,17,medium,blue,50,2014,50056,0,1724
0,0,1,0,M,1,798.495491,Phone,C,Condo,11,high,white,26,2014,85068,0,1725
6,0,1,0,F,0,949.6503773,Broker,C,Condo,11,low,white,26,2014,80003,0,1726
15,0,2,2,F,1,937.7709745,Broker,A,House,15,high,white,49,2014,50011,0,1727
17,0,1,0,M,0,951.5095408,Broker,A,Condo,18,high,white,48,2014,98003,0,1728
15,0,1,3,F,1,947.8872395,Broker,C,Condo,9,high,white,43,2014,15012,0,1729
9,0,5,10,F,1,844.637655,Broker,A,House,18,high,white,48,2014,15044,0,1730
16,0,1,0,F,0,968.1773453,Broker,B,Tenant,18,high,red,40,2014,98006,0,1731
9,1,1,1,M,1,921.2903972,Phone,C,House,8,low,red,53,2014,15055,1,1732
20,0,2,0,F,1,890.8180325,Broker,C,House,17,high,white,67,2014,50002,0,1733
6,0,1,1,M,1,814.7100087,Online,C,House,16,high,red,24,2014,50040,0,1734
12,0,1,0,M,0,938.7591253,Phone,C,House,16,high,white,49,2014,85036,0,1735
11,0,1,1,F,1,944.4978721,Broker,C,House,18,medium,red,38,2014,85006,0,1736
11,0,2,0,F,1,872.421158,Broker,A,House,9,high,blue,66,2014,50009,0,1737
16,0,3,0,F,1,821.0313967,Broker,C,Tenant,23,medium,yellow,37,2014,50033,0,1738
0,0,3,2,F,1,929.4393623,Online,C,Condo,23,medium,white,38,2014,15010,0,1739
7,0,1,1,M,1,895.923907,Broker,B,House,17,low,white,28,2014,98038,0,1740
15,0,4,2,F,1,819.4730576,Broker,A,Condo,10,high,red,39,2014,85027,0,1741
13,0,1,0,M,1,821.6973514,Broker,C,Condo,12,high,white,45,2014,85036,0,1742
16,1,6,0,F,1,1036.358095,Online,A,Condo,14,medium,blue,42,2014,80110,0,1743
12,1,3,0,M,0,879.1480958,Broker,A,House,17,high,blue,62,2014,85011,0,1744
12,0,1,0,M,1,827.5539988,Broker,C,House,22,high,yellow,41,2014,85039,1,1745
11,0,2,0,M,0,726.8467283,Phone,C,House,10,low,white,64,2014,98014,0,1746
6,0,1,4,F,1,793.9384917,Phone,A,Tenant,14,medium,blue,35,2014,98033,0,1747
15,1,2,0,F,0,973.839326,Broker,A,House,12,low,blue,37,2014,85033,1,1748
24,0,1,0,F,1,959.2518907,Phone,A,Tenant,16,high,white,43,2014,50013,1,1749
0,0,1,1,F,1,783.4785132,Phone,A,House,13,high,yellow,27,2014,15046,0,1750
3,0,1,0,M,1,900.6116917,Broker,B,House,9,low,yellow,33,2014,80040,0,1751
12,0,1,4,F,1,799.9187204,Broker,A,House,12,high,white,37,2014,85037,0,1752
11,0,3,3,F,1,863.7950773,Phone,B,House,14,low,yellow,45,2014,15001,1,1753
11,0,4,0,F,0,927.973702,Broker,C,House,17,high,red,49,2014,98010,0,1754
21,0,1,3,M,1,833.1626413,Phone,C,House,15,medium,white,47,2014,50054,0,1755
8,0,1,0,F,0,980.5531475,Broker,A,House,15,medium,white,31,2014,50001,0,1756
3,0,1,0,M,1,949.0669072,Phone,B,Condo,14,low,white,21,2014,98015,1,1757
14,0,2,9,M,1,711.9329581,Broker,C,Condo,14,high,white,40,2014,15003,1,1758
12,0,4,1,F,1,964.4032843,Broker,C,House,16,high,white,57,2014,80026,1,1759
10,0,1,2,M,1,991.2629602,Phone,C,House,15,low,red,59,2014,15012,0,1760
20,0,3,0,M,1,875.2624355,Broker,C,House,16,high,red,44,2014,50008,0,1761
11,1,2,0,F,0,839.4823503,Broker,A,Tenant,15,low,white,29,2014,15021,0,1762
8,0,3,0,M,1,920.1456685,Phone,B,Condo,18,high,white,36,2014,15043,0,1763
6,0,3,0,F,0,871.6757027,Phone,A,Tenant,16,medium,white,36,2014,85065,0,1764
7,0,1,1,M,1,860.5922551,Phone,C,Tenant,18,high,white,28,2014,50054,0,1765
14,0,1,0,F,0,788.706048,Broker,C,Tenant,14,high,white,52,2014,20106,1,1766
5,0,1,0,M,1,968.9426628,Broker,B,Tenant,14,medium,red,25,2014,50040,0,1767
13,0,2,0,F,1,834.0768696,Broker,A,Tenant,18,high,blue,37,2014,15053,0,1768
11,0,1,7,F,1,928.2346273,Broker,C,House,17,medium,white,54,2014,50047,0,1769
18,1,1,1,F,0,888.6902104,Phone,C,House,16,low,yellow,46,2014,15057,1,1770
5,0,2,0,M,1,820.8020283,Broker,B,Condo,18,medium,red,33,2014,85072,0,1771
11,0,1,2,F,1,878.7957021,Broker,C,House,13,high,red,43,2014,15003,0,1772
17,0,1,0,M,0,905.1299311,Broker,C,House,16,high,blue,38,2014,80022,0,1773
7,0,2,2,F,1,1057.733171,Phone,A,House,11,medium,blue,30,2014,15009,0,1774
17,0,3,1,M,1,1016.145166,Broker,C,House,18,high,blue,52,2014,85077,1,1775
20,0,1,0,M,0,981.212808,Phone,C,House,12,medium,blue,38,2014,80103,1,1776
10,0,1,3,F,1,975.2323122,Broker,B,House,18,high,red,44,2014,85073,0,1777
16,0,1,NA,M,0,970.516238,Phone,C,House,9,high,blue,44,2014,15052,0,1778
2,0,4,3,F,1,967.2851522,Online,B,Condo,12,high,red,24,2014,15006,0,1779
12,0,2,9,F,1,975.258646,Online,A,Tenant,15,medium,red,47,2014,85033,0,1780
6,0,2,0,M,0,765.8533724,Phone,C,House,12,high,yellow,35,2014,80027,0,1781
19,0,1,0,M,1,937.9034904,Phone,A,House,12,high,white,78,2014,85033,0,1782
19,0,2,0,M,1,805.538135,Phone,A,House,19,high,blue,44,2014,50050,0,1783
16,0,1,1,F,1,902.3362521,Phone,A,Tenant,15,high,red,51,2014,98031,0,1784
19,0,3,1,M,1,861.5953806,Broker,A,Tenant,13,high,white,40,2014,80005,1,1785
13,0,2,1,M,1,908.1701026,Broker,A,House,21,high,white,42,2014,50001,0,1786
17,1,1,2,M,1,920.517824,Broker,A,Condo,22,high,blue,48,2014,50027,0,1787
9,1,3,0,F,1,896.6741702,Broker,B,House,9,low,red,59,2014,50008,0,1788
8,0,1,4,M,1,890.5755344,Broker,A,Tenant,15,low,blue,27,2014,50022,0,1789
19,0,1,0,M,1,906.9144853,Phone,C,House,13,high,blue,51,2014,50001,0,1790
6,0,2,1,F,0,932.2101098,Phone,A,House,19,high,red,36,2014,50001,0,1791
15,1,1,3,F,1,893.2881685,Broker,B,House,16,high,white,76,2014,15012,1,1792
14,0,1,1,M,1,921.2826846,Phone,C,House,10,high,blue,65,2014,98022,-1,1793
13,1,3,0,F,0,1000.321656,Broker,B,Condo,12,high,white,43,2014,80014,0,1794
19,1,1,2,M,0,978.7364888,Broker,C,House,11,high,blue,55,2014,80005,0,1795
18,0,1,0,M,0,867.2567032,Broker,A,Tenant,14,low,red,43,2014,80035,1,1796
11,0,1,0,F,0,969.7246216,Phone,A,Tenant,18,high,white,46,2014,50009,0,1797
16,1,1,6,F,1,871.9032638,Broker,A,House,12,high,red,51,2014,50033,0,1798
15,0,2,0,F,1,867.6834913,Broker,C,House,18,low,white,37,2014,85082,0,1799
8,0,2,10,M,1,759.5416506,Phone,A,Condo,18,high,red,43,2014,15052,0,1800
0,0,2,0,F,1,1004.954024,Broker,B,House,11,high,white,38,2014,85027,0,1801
6,0,1,2,F,1,808.640123,Broker,C,House,12,high,white,25,2014,50009,0,1802
16,0,2,2,M,1,960.246208,Broker,C,House,15,high,blue,57,2014,85011,0,1803
13,0,3,0,M,0,896.674355,Broker,C,House,14,high,blue,57,2014,85073,0,1804
15,0,3,0,M,0,837.4987726,Online,A,Condo,10,high,white,43,2014,20148,0,1805
10,1,4,1,F,1,826.0828712,Phone,B,House,12,high,blue,41,2014,80045,0,1806
12,0,2,6,M,1,919.2230051,Broker,C,House,16,high,white,56,2014,15020,0,1807
17,0,1,5,F,1,916.8612669,Phone,C,House,16,high,blue,45,2014,98004,0,1808
13,0,4,3,F,1,947.4011763,Broker,A,House,9,high,white,45,2014,15025,0,1809
15,0,2,1,M,0,808.4336016,Broker,C,Condo,10,high,blue,38,2014,50022,0,1810
18,0,1,2,F,1,811.6199777,Broker,C,Condo,22,high,red,37,2014,85077,0,1811
11,1,3,0,F,1,820.3008412,Broker,B,Condo,11,low,blue,38,2014,85083,1,1812
15,0,1,4,M,1,833.0187047,Broker,B,Tenant,17,medium,blue,53,2014,50001,0,1813
9,0,1,0,M,1,996.5266809,Broker,A,House,13,medium,white,34,2014,80016,0,1814
4,1,4,0,M,0,936.1130829,Broker,B,Condo,14,low,red,34,2014,50001,1,1815
22,0,1,3,F,1,847.8836954,Broker,C,House,16,high,white,40,2014,50041,0,1816
16,0,1,0,M,1,1013.252563,Phone,A,House,20,high,red,41,2014,50037,0,1817
15,0,2,2,M,1,932.4800952,Online,C,House,16,low,blue,65,2014,80003,0,1818
12,0,1,0,F,0,823.6882167,Broker,C,Condo,11,medium,blue,50,2014,85033,0,1819
9,0,3,0,M,0,769.1653827,Broker,A,House,14,medium,red,27,2014,98022,1,1820
9,1,3,2,F,1,997.1638398,Broker,C,House,NA,low,blue,54,2014,85033,0,1821
13,0,1,0,F,0,940.8509285,Broker,C,Condo,26,high,white,42,2014,80022,0,1822
14,1,2,0,F,0,871.1645711,Broker,A,House,7,high,blue,60,2014,80105,0,1823
5,0,2,0,F,0,856.2273271,Broker,C,House,12,high,blue,30,2014,50058,0,1824
3,0,1,8,F,1,870.1995259,Phone,C,Condo,14,high,white,34,2014,98006,0,1825
17,0,1,2,M,1,822.3486338,Phone,C,Condo,13,high,blue,50,2014,85001,0,1826
3,0,2,7,F,1,871.7586053,Online,A,Condo,9,medium,blue,23,2014,50054,1,1827
18,0,1,0,M,1,829.8542333,Broker,A,House,25,high,red,42,2014,50001,0,1828
2,1,1,0,F,1,951.6103743,Broker,C,Tenant,8,low,blue,30,2014,50027,1,1829
4,1,1,0,M,0,822.537056,Online,B,Tenant,15,medium,white,22,2014,85080,1,1830
7,0,1,4,F,1,900.2101238,Phone,B,House,13,high,white,28,2014,15060,1,1831
23,0,3,0,M,1,828.1571659,Broker,C,House,15,low,white,49,2014,50022,0,1832
23,0,1,10,F,1,1022.335712,Online,B,Condo,11,high,white,48,2014,15043,1,1833
11,0,4,0,M,1,1049.10323,Broker,A,Tenant,18,medium,white,33,2014,50052,0,1834
13,1,2,1,M,1,980.7379829,Broker,C,House,16,high,blue,54,2014,15001,0,1835
9,0,1,6,F,1,896.8786562,Online,C,House,19,high,white,42,2014,80014,0,1836
7,0,3,3,F,1,812.9393482,Broker,B,House,14,low,blue,31,2014,85082,1,1837
16,0,2,6,F,1,925.0323444,Broker,B,Condo,10,high,white,45,2014,50012,0,1838
12,0,1,4,M,1,949.717856,Broker,C,House,13,medium,white,50,2014,15022,0,1839
13,0,3,2,M,1,870.2481099,Broker,C,House,17,high,white,57,2014,80106,0,1840
23,0,3,0,M,1,964.5793611,Broker,A,House,13,high,blue,57,2014,15047,0,1841
6,1,2,0,F,0,998.2574047,Broker,C,House,18,high,red,34,2014,98015,1,1842
0,NA,1,0,M,1,964.9777339,Phone,A,Tenant,17,medium,blue,21,2014,80001,1,1843
16,0,5,0,M,1,1062.415088,Broker,C,House,21,high,white,50,2014,85014,0,1844
15,0,4,5,F,1,858.3926009,Phone,C,Condo,3.913423058,high,blue,52,2014,50008,0,1845
18,0,1,1,M,1,902.4519936,Broker,C,House,16,medium,white,38,2014,15009,0,1846
6,0,5,2,M,0,1029.782586,Phone,A,Condo,11,medium,blue,29,2014,85028,0,1847
17,1,1,5,M,1,1048.163502,Broker,C,Tenant,12,medium,blue,50,2014,98006,1,1848
9,1,3,4,M,1,957.9106516,NA,A,House,14,high,blue,56,2014,85042,0,1849
3,0,2,3,M,1,950.6840501,Online,A,Tenant,18,high,white,22,2014,50013,0,1850
10,1,5,2,F,1,904.0426575,Phone,B,Tenant,13,high,white,40,2014,50008,0,1851
5,1,1,1,F,1,893.3258077,Broker,A,House,19,high,white,36,2014,15001,0,1852
22,1,4,4,F,1,917.9633996,Phone,C,Condo,18,low,blue,47,2014,15035,1,1853
2,0,2,0,F,1,979.3792555,Broker,A,Tenant,20,high,yellow,36,2014,15028,1,1854
13,0,1,1,F,1,839.7570332,Broker,C,Tenant,18,medium,white,42,2014,85077,0,1855
23,0,1,1,M,1,907.2828852,Broker,C,Tenant,21,high,blue,41,2014,85007,0,1856
18,1,2,0,M,0,913.0686394,Broker,C,Condo,11,high,red,37,2014,15031,0,1857
2,1,3,0,M,0,699.1676724,Phone,C,Tenant,11,medium,blue,27,2014,50014,1,1858
10,0,2,0,F,0,933.9688355,Broker,B,Tenant,26.97745571,low,white,47,2014,80040,0,1859
16,0,3,0,F,1,945.3240264,Broker,C,Tenant,20,low,white,46,2014,85037,1,1860
13,1,1,2,M,1,822.8934719,Broker,C,Condo,12,low,red,43,2014,50025,1,1861
23,0,1,0,M,1,856.4370898,Phone,C,House,20,high,white,50,2014,98014,0,1862
14,0,4,8,F,1,1020.599069,Online,C,Tenant,15,high,red,45,2014,85077,0,1863
3,0,1,8,F,1,839.7135863,Broker,A,House,13,high,blue,35,2014,85076,1,1864
21,1,1,4,M,1,910.3588574,Broker,C,House,18,high,white,67,2014,85014,0,1865
14,0,1,0,M,1,995.0846696,Online,B,Condo,11,high,red,39,2014,50039,0,1866
17,0,3,4,M,1,919.8069024,Broker,C,House,20,medium,blue,52,2014,80031,0,1867
12,0,3,0,M,1,814.7781384,Broker,A,Tenant,28,high,red,42,2014,85017,0,1868
1,1,4,0,M,1,877.5302267,Online,A,Tenant,10,high,red,35,2014,50009,1,1869
12,0,3,0,F,1,889.7769276,Broker,A,House,13,high,blue,42,2014,50001,0,1870
13,0,4,3,M,1,821.6823512,Broker,C,House,44.78108703,low,blue,39,2014,15012,0,1871
15,0,1,7,F,1,882.5945208,Broker,B,Tenant,13,low,white,37,2014,85082,0,1872
14,0,1,1,M,1,1012.652349,Phone,C,House,14,high,yellow,56,2014,80006,0,1873
18,0,1,0,M,1,994.4573998,Phone,A,House,9,high,red,52,2014,85039,0,1874
8,0,1,1,M,1,929.7781782,Broker,A,House,19,high,red,46,2014,98022,0,1875
11,0,2,1,F,1,1103.231151,Broker,B,Condo,18,high,white,41,2014,80106,0,1876
13,0,3,4,F,1,924.0306616,Broker,C,Tenant,14,high,white,38,2014,85039,1,1877
12,0,2,3,M,1,776.3454852,Broker,C,Condo,11,high,white,46,2014,15012,0,1878
17,1,3,7,F,1,1027.660381,Phone,A,Condo,13,high,red,53,2014,50051,1,1879
27,0,1,0,M,1,860.1856006,Broker,C,House,14,high,yellow,65,2014,15010,0,1880
3,0,2,0,F,0,808.8848682,Broker,B,House,14,high,white,35,2014,80022,0,1881
23,0,1,4,M,1,1020.220175,Phone,B,House,9,medium,white,61,2014,80014,0,1882
15,0,4,1,M,1,858.4150509,Phone,C,Condo,16,medium,blue,40,2014,50025,0,1883
12,0,4,0,M,0,880.0216521,Broker,C,House,11,low,white,51,2014,85028,1,1884
17,0,1,4,F,1,946.3856579,Phone,B,House,15,medium,red,50,2014,50001,0,1885
16,1,2,1,M,1,935.3720448,Broker,A,House,17,high,blue,51,2014,50020,0,1886
13,0,2,4,M,1,909.366067,Broker,A,House,16,high,red,67,2014,15047,0,1887
16,0,1,3,M,1,944.1901658,Broker,C,Condo,12,high,white,48,2014,15015,0,1888
23,1,1,0,F,0,817.7717792,Phone,C,House,14,high,blue,48,2014,98034,0,1889
16,1,1,1,F,1,962.2365634,Broker,C,House,15,high,yellow,57,2014,15057,0,1890
6,0,1,3,M,1,927.1617669,Broker,B,House,13,high,blue,36,2014,98022,0,1891
18,0,1,0,F,1,1036.037229,Broker,C,House,10,high,red,56,2014,85039,0,1892
15,0,2,8,M,1,865.0008783,Phone,C,Condo,12,high,red,39,2014,80028,0,1893
10,0,3,3,M,1,915.5582307,Phone,C,House,12,low,blue,63,2014,15001,0,1894
9,0,2,0,F,1,860.1906659,Phone,B,Tenant,16,high,blue,43,2014,15001,0,1895
17,1,1,1,M,0,889.5144634,Phone,B,House,18,medium,white,49,2014,80014,0,1896
18,0,1,4,M,1,1004.196018,Broker,B,Condo,19,low,blue,46,2014,15025,0,1897
3,0,2,0,M,0,823.1964105,Online,A,Tenant,15,high,blue,33,2014,98033,0,1898
6,0,2,0,F,1,1015.805143,Broker,C,Tenant,11,high,blue,32,2014,15001,0,1899
4,0,1,2,F,1,890.9107533,Phone,A,Tenant,19,high,red,34,2014,50054,1,1900
16,1,3,0,F,1,886.9036106,Phone,C,House,14,low,yellow,37,2014,85033,1,1901
11,1,2,2,M,1,849.506164,Broker,C,House,19,medium,blue,51,2014,20132,0,1902
18,0,2,1,M,1,998.5499898,Broker,B,House,19,low,white,51,2014,15022,0,1903
11,0,1,0,M,1,777.9630473,Phone,A,House,18,high,white,52,2014,98031,0,1904
12,0,2,0,M,0,848.4438381,Phone,C,House,16,high,yellow,55,2014,50013,0,1905
2,0,1,2,F,1,830.8481192,Broker,B,House,22,low,white,35,2014,50040,0,1906
16,0,4,0,M,0,918.972374,Phone,C,Tenant,15,medium,white,40,2014,15057,1,1907
18,1,1,3,F,1,1032.502449,Phone,C,House,13,high,red,51,2014,85020,0,1908
3,0,6,0,F,0,911.2024504,Phone,A,Tenant,16,high,red,36,2014,85068,1,1909
12,0,2,4,M,1,997.0461233,Phone,C,Condo,23,medium,blue,44,2014,15025,0,1910
16,0,2,1,F,1,1024.052327,Phone,C,House,21,low,white,53,2014,80024,0,1911
13,0,1,2,F,1,826.6264154,Broker,B,Condo,17,medium,blue,47,2014,85077,0,1912
9,0,1,0,F,1,902.7503166,Broker,C,House,16,high,white,42,2014,80003,0,1913
3,0,2,5,M,1,817.9733289,Phone,A,Tenant,12,medium,yellow,34,2014,85082,0,1914
4,0,1,0,M,1,841.6249462,Broker,B,House,16,medium,blue,26,2014,50041,0,1915
19,0,2,0,M,1,928.8465236,Broker,B,Tenant,8,medium,white,45,2014,80110,1,1916
11,0,1,0,M,0,888.3262329,Broker,C,House,16,high,white,51,2014,85033,0,1917
0,0,2,0,M,0,854.0580036,Phone,C,House,11,medium,white,22,2014,98011,0,1918
11,0,2,1,M,1,724.2194752,Phone,A,Tenant,18,low,blue,43,2014,50051,0,1919
19,1,3,0,M,0,909.5041898,Broker,B,Condo,14,low,yellow,42,2014,98031,1,1920
17,0,1,4,F,1,874.6615757,Phone,C,House,13,medium,red,42,2014,85034,1,1921
3,1,1,0,F,1,879.6637046,Broker,A,Condo,17,high,white,34,2014,85065,0,1922
11,0,2,1,M,1,951.7364912,Broker,C,House,8,high,blue,50,2014,85051,0,1923
13,0,3,3,M,1,927.2768354,Phone,A,Condo,13,high,red,48,2014,50031,0,1924
5,1,2,1,F,1,1059.701659,Broker,C,House,21,low,blue,31,2014,50014,1,1925
14,0,2,2,F,1,872.9267825,Phone,C,Condo,10,low,red,42,2014,15012,1,1926
16,0,2,0,F,0,826.5581098,Phone,A,Tenant,17,medium,white,50,2014,50037,1,1927
4,0,1,7,M,1,766.5098551,Broker,C,House,16,high,white,36,2014,50009,0,1928
15,1,3,3,F,1,1001.790904,Broker,C,House,19,NA,white,41,2014,50002,0,1929
3,0,1,1,M,1,886.8794104,Broker,C,House,17,high,blue,33,2014,50059,0,1930
13,0,1,0,F,0,949.4473319,Broker,A,Condo,15,low,white,55,2014,85045,0,1931
14,0,4,0,M,1,931.3380212,Broker,C,Tenant,12,high,white,42,2014,50054,1,1932
18,0,1,3,M,1,842.6045638,Broker,A,House,10,high,red,66,2014,50005,0,1933
14,0,1,5,M,1,894.0817842,Phone,B,Condo,15,high,yellow,44,2014,80003,1,1934
11,1,3,3,M,1,1040.347281,Phone,C,Tenant,15,high,red,41,2014,80024,0,1935
17,1,1,1,M,1,963.2585036,Broker,A,Condo,10,low,blue,39,2014,50025,1,1936
15,0,4,0,F,0,882.2841117,Phone,C,House,14,low,yellow,39,2014,98022,1,1937
3,0,3,0,M,0,934.748893,Phone,A,Condo,15,high,red,35,2014,85016,1,1938
9,0,2,0,F,0,782.6138075,Broker,C,House,12,high,white,29,2014,80041,0,1939
7,0,2,2,F,1,907.8316681,Broker,C,Condo,19,high,blue,47,2014,20119,0,1940
19,1,3,4,F,1,863.6452619,Broker,C,Condo,12,medium,blue,38,2014,80103,0,1941
4,0,2,0,F,0,843.5097932,Broker,B,House,16,high,blue,25,2014,85011,0,1942
10,0,3,3,M,1,993.5886188,Broker,C,House,15,high,blue,46,2014,50032,0,1943
18,0,1,3,F,1,1003.350695,Broker,C,Condo,17,low,blue,44,2014,80105,1,1944
17,0,2,0,F,0,981.7839763,Broker,C,Tenant,17,high,white,40,2014,50046,0,1945
20,0,3,6,F,1,952.4507418,Phone,B,House,15,high,white,49,2014,50013,0,1946
10,0,5,0,F,1,877.8374524,Phone,A,Condo,12,medium,white,46,2014,80034,0,1947
16,0,2,1,F,1,936.1206272,Broker,C,House,19,high,yellow,51,2014,85076,0,1948
21,0,1,0,M,1,957.0040784,Broker,C,Tenant,17,high,white,44,2014,80031,0,1949
18,0,6,3,M,1,787.2972144,Broker,C,Tenant,15,high,white,57,2014,85078,1,1950
5,0,2,0,F,0,1014.796748,Phone,C,Condo,9,high,yellow,29,2014,15012,0,1951
25,0,5,0,F,1,769.865495,Broker,B,House,10,high,yellow,70,2014,80003,1,1952
20,0,4,0,F,0,789.9353003,Broker,A,Tenant,14,high,red,50,2014,98022,0,1953
0,0,3,1,M,1,834.1476762,Phone,B,Condo,15,low,white,20,2014,15052,1,1954
10,0,1,0,M,0,915.0509165,Broker,B,Condo,14,medium,yellow,44,2014,80021,0,1955
16,0,1,0,F,1,939.011471,Phone,B,House,17,high,red,67,2014,50037,0,1956
0,0,3,0,F,1,915.5513135,Online,C,House,19,high,white,22,2014,80025,0,1957
15,0,3,0,M,1,916.2494682,Phone,A,House,14,high,red,40,2014,80003,0,1958
10,1,4,2,F,0,772.1619062,Online,C,Tenant,19,low,blue,50,2014,85063,1,1959
4,0,1,0,F,0,989.4389753,Online,C,House,12,high,white,23,2014,80110,0,1960
13,0,1,0,M,1,890.5349428,Phone,C,House,17,low,white,46,2014,80042,1,1961
19,0,2,1,M,1,919.1346637,Broker,B,House,18,medium,blue,40,2014,80012,0,1962
4,0,1,0,F,0,889.7813081,Phone,C,House,18,low,blue,31,2014,80106,1,1963
17,0,2,4,M,1,929.192869,Broker,C,House,15,low,red,37,2014,80002,1,1965
20,0,1,0,M,1,808.4561576,Broker,C,House,19,low,red,45,2014,50058,1,1966
15,1,1,0,M,1,987.7965025,Broker,A,House,14,high,red,59,2014,80041,1,1967
15,0,1,2,F,1,1009.354074,Broker,C,House,21,low,red,45,2014,15031,0,1968
9,0,2,6,M,1,800.2319572,Broker,A,House,14,high,white,57,2014,80021,0,1969
8,0,4,9,F,1,1003.821043,Broker,C,House,7,low,white,44,2014,50020,1,1970
16,0,1,1,M,0,887.4347065,Broker,A,Tenant,16,high,white,49,2014,85042,1,1971
21,0,1,3,M,1,932.7442821,Broker,C,Condo,12,low,yellow,48,2014,80004,1,1972
19,0,2,0,M,1,782.5661756,Broker,B,Condo,9,high,yellow,43,2014,50047,1,1973
12,1,1,0,M,0,938.833997,Broker,C,House,16,high,blue,51,2014,50032,0,1974
17,0,2,0,M,0,783.9527771,Broker,A,Tenant,16,medium,red,38,2014,80023,1,1975
10,0,1,0,F,0,890.6017133,Broker,C,House,11,high,white,78,2014,98031,0,1976
21,0,3,3,M,1,884.6183176,Broker,C,Condo,15,medium,yellow,58,2014,80022,0,1977
9,0,1,1,M,1,855.8397517,Phone,C,House,15,high,blue,43,2014,80025,0,1978
6,0,1,0,M,1,904.1973279,Broker,B,House,14,medium,red,49,2014,50012,0,1979
10,0,2,3,M,1,932.0532873,Broker,C,House,19,low,red,28,2014,80045,0,1980
12,1,1,0,F,1,914.0958547,Online,A,Tenant,13,medium,blue,41,2014,98014,0,1981
20,1,1,1,F,1,954.0977829,Phone,B,Tenant,14,high,blue,56,2014,80015,0,1982
20,0,1,1,F,1,930.4030215,Broker,C,Condo,21.72555077,medium,red,59,2014,80106,0,1983
14,0,1,11,F,1,891.051209,Broker,C,Condo,10,low,blue,46,2014,80020,1,1984
16,0,1,2,F,1,936.9282333,Broker,C,House,16,high,blue,59,2014,80005,1,1985
17,1,4,3,M,1,809.9135588,Broker,C,House,21,high,red,63,2014,50014,0,1986
16,0,1,0,M,1,830.0252089,Broker,B,Condo,16,high,blue,38,2014,15053,0,1987
12,1,1,6,F,1,936.167512,Phone,C,House,14,high,red,52,2014,50011,1,1988
3,1,2,0,F,0,946.7111096,Phone,C,House,12,high,blue,36,2014,85036,0,1989
9,0,1,1,M,0,886.6383532,Online,C,House,15,high,red,45,2014,50041,0,1990
20,1,4,3,M,1,881.961828,Broker,C,House,14,high,red,64,2014,98022,0,1991
13,0,1,1,M,1,943.2654394,Phone,B,House,20,high,red,42,2014,15012,0,1992
5,0,4,1,M,1,781.3643275,Broker,B,House,11,high,white,34,2014,15022,0,1993
21,0,1,3,F,1,850.8580915,Broker,C,Condo,17,high,blue,55,2014,98006,1,1994
16,0,1,0,F,0,782.8432491,Broker,A,Condo,16,high,yellow,39,2014,50013,0,1995
